24.458516,39.587836
24.458891,39.587668
24.459911,39.587094
24.460669,39.586589
24.460906,39.586424
24.461025,39.586477
24.461264,39.586161
24.461448,39.586106
24.462568,39.585432
24.462824,39.585238
24.495967,39.599503
24.495948,39.599404
24.463573,39.584789
24.463554,39.584784
24.463703,39.584732
24.465279,39.583907
24.478655,39.583666
24.457327,39.587456
24.481633,39.585097
24.492209,39.592125
24.493548,39.594424
24.498924,39.61928
24.4992,39.627841
24.498262,39.631012
24.498393,39.630892
24.498262,39.631163
24.497997,39.631895
24.49785,39.631979
24.457074,39.587777
24.497936,39.632219
24.497814,39.632376
24.497843,39.632539
24.497739,39.632675
24.497374,39.63273
24.496624,39.635837
24.496442,39.636313
24.496329,39.636564
24.496128,39.637028
24.49599,39.637429
24.453216,39.668581
24.486048,39.648442
24.485316,39.64911
24.484908,39.649326
24.484686,39.649352
24.479958,39.65399
24.466119,39.664181
24.449873,39.667277
24.43508,39.657726
24.453263,39.668556
24.458616,39.667962
24.4783,39.656734
24.429401,39.650875
24.42157,39.62797
24.421003,39.623358
24.421046,39.623036
24.426732,39.607829
24.427144,39.607455
24.427313,39.607319
24.476049,39.65879
24.476635,39.65832
24.484087,39.651533
24.484237,39.651313
24.4847,39.650914
24.497505,39.635725
24.496081,39.60203
24.491212,39.589876
24.490275,39.589046
24.484799,39.585863
24.461789,39.584846
24.459868,39.58606
24.457307,39.587436
24.445975,39.594505
24.421075,39.615795
24.422491,39.632787
24.423073,39.640888
24.423121,39.641628
24.432846,39.656461
24.440279,39.664271
24.44061,39.664427
24.441309,39.664867
24.44149,39.665008
24.453975,39.668804
24.465263,39.665439
24.467888,39.664353
24.46987,39.663511
24.470598,39.662975
24.470868,39.662824
24.478517,39.656476
24.484163,39.651294
24.489354,39.646469
24.489952,39.646275
24.489867,39.589926
24.494705,39.597378
24.495179,39.6025
24.498528,39.63054
24.496581,39.636032
24.446957,39.594941
24.449585,39.593408
24.496709,39.610147
24.496261,39.605166
24.496209,39.604106
24.496263,39.603931
24.496011,39.600406
24.495987,39.600342
24.495942,39.599814
24.49594,39.599758
24.495934,39.599695
24.493802,39.593023
24.493564,39.592817
24.493686,39.592855
24.493592,39.592881
24.49059,39.589415
24.48943,39.588515
24.487987,39.587555
24.481388,39.583697
24.481084,39.583507
24.480748,39.583499
24.444241,39.595638
24.426119,39.607356
24.425805,39.607718
24.425702,39.607788
24.422338,39.637106
24.428916,39.651728
24.433048,39.656631
24.436558,39.660688
24.459166,39.667723
24.473101,39.661404
24.482004,39.653349
24.47937,39.583929
24.495098,39.60069
24.493062,39.641372
24.492655,39.642235
24.452223,39.667616
24.440142,39.663087
24.43096,39.652684
24.425087,39.644634
24.424564,39.643344
24.424374,39.642722
24.424253,39.610878
24.444552,39.596392
24.445271,39.596127
24.445846,39.595617
24.446273,39.595353
24.447655,39.594482
24.487757,39.646806
24.496268,39.605174
24.495629,39.597564
24.494982,39.595731
24.478826,39.582777
24.478916,39.582802
24.479087,39.582873
24.468861,39.581819
24.468772,39.581838
24.468684,39.581861
24.46895,39.581798
24.46904,39.581776
24.469127,39.581753
24.469216,39.581744
24.469306,39.581727
24.469484,39.581701
24.461111,39.585325
24.460357,39.585799
24.456432,39.588189
24.456352,39.588247
24.456168,39.588348
24.456019,39.588366
24.455808,39.588577
24.455719,39.588637
24.455545,39.588736
24.454985,39.589079
24.454898,39.589131
24.445196,39.595079
24.429231,39.652114
24.429299,39.652168
24.469818,39.582454
24.469734,39.582473
24.469636,39.582479
24.470446,39.582402
24.499622,39.621732
24.499638,39.621832
24.498226,39.631175
24.49773,39.632785
24.495995,39.637428
24.488622,39.646075
24.487404,39.64713
24.482091,39.651916
24.477952,39.655818
24.421314,39.618434
24.428218,39.606566
24.442846,39.597432
24.451514,39.592139
24.468676,39.664062
24.497069,39.636968
24.448455,39.594069
